target_id,condition,repetition,selected_record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:53710,D,2,p8-t0206-arm_1-r02,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat block of cheese,block of cheese,,
cookingworld:test:52835,D,2,p8-t0410-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53179,N,2,p8-t0636-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53487,N,2,p8-t0036-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52380,N,2,p8-t0360-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52338,N,2,p8-t0504-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53210,N,2,p8-t0268-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53447,R,2,p8-t0049-arm_4-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook white onion in stove,white onion,fry,grill
cookingworld:test:52275,R,2,p8-t0529-arm_4-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52773,R,2,p8-t0377-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52493,H,2,p8-t0235-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53085,R,2,p8-t0097-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52560,N,2,p8-t0524-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,
cookingworld:test:53317,N,2,p8-t0344-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:52799,H,2,p8-t0395-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in oven,red potato,roast,grill
cookingworld:test:53946,D,2,p8-t0406-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in oven,red onion,roast,grill
cookingworld:test:53187,R,2,p8-t0021-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52429,N,2,p8-t0660-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:53208,H,2,p8-t0215-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52556,R,2,p8-t0037-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52965,H,2,p8-t0039-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
cookingworld:test:52601,H,2,p8-t0079-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in oven,red potato,roast,grill
cookingworld:test:53450,D,2,p8-t0546-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52261,N,2,p8-t0400-arm_3-r02,environment_done,18,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,18,eat red onion,red onion,,
cookingworld:test:53579,N,2,p8-t0140-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53845,N,2,p8-t0456-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53522,N,2,p8-t0340-arm_3-r02,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat white onion,white onion,,
cookingworld:test:53555,D,2,p8-t0026-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52027,D,2,p8-t0142-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53789,R,2,p8-t0469-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in stove,carrot,fry,grill
cookingworld:test:53661,D,2,p8-t0002-arm_1-r02,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat block of cheese,block of cheese,,
cookingworld:test:52615,R,2,p8-t0373-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52818,N,2,p8-t0040-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53260,R,2,p8-t0545-arm_4-r02,environment_done,22,0,operation_to_ingredient_error,wrong_operation_for_ingredient,22,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53792,N,2,p8-t0204-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53005,H,2,p8-t0015-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53825,R,2,p8-t0457-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52893,R,2,p8-t0221-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in stove,red apple,fry,grill
cookingworld:test:52331,H,2,p8-t0391-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52430,R,2,p8-t0197-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53585,H,2,p8-t0139-arm_2-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:52937,H,2,p8-t0539-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52960,N,2,p8-t0064-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53377,N,2,p8-t0396-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53406,D,2,p8-t0066-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52802,D,2,p8-t0242-arm_1-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53405,R,2,p8-t0285-arm_4-r02,environment_done,17,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,17,eat block of cheese,block of cheese,,
cookingworld:test:52730,D,2,p8-t0034-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53800,H,2,p8-t0063-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53786,D,2,p8-t0006-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53508,N,2,p8-t0488-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,14,chop yellow bell pepper,yellow bell pepper,chop,
cookingworld:test:53671,N,2,p8-t0408-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52054,R,2,p8-t0201-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53315,N,2,p8-t0328-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52815,H,2,p8-t0091-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52129,N,2,p8-t0188-arm_3-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:52064,D,2,p8-t0502-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52854,N,2,p8-t0024-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52905,R,2,p8-t0133-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53293,D,2,p8-t0646-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52093,H,2,p8-t0411-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:52846,N,2,p8-t0044-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53132,D,2,p8-t0506-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53312,D,2,p8-t0230-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52894,H,2,p8-t0199-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:52197,D,2,p8-t0650-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52581,R,2,p8-t0205-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52003,H,2,p8-t0239-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53778,N,2,p8-t0236-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:52389,D,2,p8-t0254-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52540,N,2,p8-t0072-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,12,cook red onion in barbeque,red onion,grill,
cookingworld:test:52246,H,2,p8-t0579-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53288,H,2,p8-t0663-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53595,R,2,p8-t0669-arm_4-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52723,N,2,p8-t0552-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52728,N,2,p8-t0484-arm_3-r02,environment_done,3,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,3,eat red apple,red apple,,
cookingworld:test:52342,N,2,p8-t0388-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53442,N,2,p8-t0264-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook white onion in stove,white onion,fry,grill
cookingworld:test:52774,D,2,p8-t0258-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52674,D,2,p8-t0118-arm_1-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:52217,D,2,p8-t0470-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53123,N,2,p8-t0260-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53324,N,2,p8-t0596-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52808,H,2,p8-t0043-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52681,H,2,p8-t0179-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52594,N,2,p8-t0116-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat red apple,red apple,,
cookingworld:test:53001,H,2,p8-t0011-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53614,N,2,p8-t0148-arm_3-r02,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:53186,R,2,p8-t0437-arm_4-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52547,N,2,p8-t0220-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:53078,N,2,p8-t0336-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
