target_id,condition,repetition,record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52806,N2,2,sup-t0030-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:54024,N2,1,sup-t0700-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,10,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:53565,P,1,sup-t0194-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53190,N2,2,sup-t0601-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53123,R2,1,sup-t0260-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52469,N2,1,sup-t0357-arm_3-r01,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53005,N2,2,sup-t0015-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53382,N2,1,sup-t0186-arm_3-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook white onion in stove,white onion,fry,grill
cookingworld:test:53427,N2,2,sup-t0209-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53079,P,1,sup-t0489-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:52476,N2,2,sup-t0057-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52197,N2,2,sup-t0650-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52859,R2,2,sup-t0246-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53094,P,1,sup-t0083-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53632,N2,1,sup-t0407-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53132,P,2,sup-t0506-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53319,N2,1,sup-t0178-arm_3-r01,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:54072,N2,2,sup-t0748-arm_3-r02,environment_done,5,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,5,eat block of cheese,block of cheese,,
cookingworld:test:53351,R2,1,sup-t0565-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,7,cook yellow bell pepper in oven,yellow bell pepper,roast,chop
cookingworld:test:53101,N2,1,sup-t0555-arm_3-r01,environment_done,12,1,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat red hot pepper,red hot pepper,,
cookingworld:test:52181,N2,2,sup-t0361-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52119,N2,2,sup-t0392-arm_3-r02,environment_done,18,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,18,eat white onion,white onion,,
cookingworld:test:54022,P,1,sup-t0698-arm_1-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52025,N2,2,sup-t0294-arm_3-r02,environment_done,10,1,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52210,N2,2,sup-t0263-arm_3-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:54083,N2,1,sup-t0759-arm_3-r01,environment_done,9,1,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in oven,orange bell pepper,roast,dice
cookingworld:test:52030,N2,1,sup-t0468-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54032,N2,2,sup-t0708-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red potato in oven,red potato,roast,grill
cookingworld:test:53209,N2,1,sup-t0114-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:54068,N2,1,sup-t0744-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in oven,yellow bell pepper,roast,grill
cookingworld:test:52312,N2,1,sup-t0298-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54067,N2,2,sup-t0743-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,chop white onion,white onion,chop,
cookingworld:test:52854,R2,1,sup-t0024-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in oven,red onion,roast,grill
cookingworld:test:54090,N2,1,sup-t0766-arm_3-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53693,N2,2,sup-t0628-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,14,cook banana in barbeque,banana,grill,
cookingworld:test:52429,R2,1,sup-t0660-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook banana in barbeque,banana,grill,fry
cookingworld:test:54038,N2,1,sup-t0714-arm_3-r01,environment_done,6,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,6,eat block of cheese,block of cheese,,
cookingworld:test:54086,P,1,sup-t0762-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52493,P,1,sup-t0235-arm_1-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53728,R2,1,sup-t0128-arm_2-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook banana in barbeque,banana,grill,fry
cookingworld:test:52226,R2,1,sup-t0508-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52076,N2,1,sup-t0177-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook white onion in barbeque,white onion,grill,
cookingworld:test:52534,N2,1,sup-t0510-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52275,P,1,sup-t0529-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53209,P,2,sup-t0114-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:54095,N2,1,sup-t0771-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54055,N2,1,sup-t0731-arm_3-r01,environment_done,16,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,16,chop red hot pepper,red hot pepper,chop,
cookingworld:test:53665,N2,2,sup-t0402-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook banana in barbeque,banana,grill,
cookingworld:test:53487,P,2,sup-t0036-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52640,P,2,sup-t0307-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53366,P,2,sup-t0575-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in stove,red potato,fry,grill
cookingworld:test:54063,N2,2,sup-t0739-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52937,N2,2,sup-t0539-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52380,N2,1,sup-t0360-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52928,P,2,sup-t0375-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52859,P,2,sup-t0246-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52258,N2,1,sup-t0455-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53565,P,2,sup-t0194-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53377,N2,2,sup-t0396-arm_3-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52928,R2,2,sup-t0375-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53018,P,2,sup-t0308-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53869,N2,1,sup-t0537-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:52806,R2,1,sup-t0030-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:54063,N2,1,sup-t0739-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52430,P,2,sup-t0197-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52905,P,2,sup-t0133-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:54122,R2,2,sup-t0798-arm_2-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52217,N2,1,sup-t0470-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53905,N2,2,sup-t0099-arm_3-r02,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat block of cheese,block of cheese,,
cookingworld:test:53872,P,1,sup-t0561-arm_1-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53077,R2,1,sup-t0431-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:54068,N2,2,sup-t0744-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in oven,yellow bell pepper,roast,grill
cookingworld:test:53257,R2,2,sup-t0286-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook banana in barbeque,banana,grill,fry
cookingworld:test:54086,N2,1,sup-t0762-arm_3-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53993,R2,2,sup-t0233-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52560,N2,2,sup-t0524-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook red hot pepper in barbeque,red hot pepper,grill,
cookingworld:test:53067,N2,1,sup-t0346-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,9,cook red potato in stove,red potato,fry,grill
cookingworld:test:52805,N2,2,sup-t0634-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat red onion,red onion,,
cookingworld:test:52285,N2,1,sup-t0270-arm_3-r01,environment_done,5,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,5,eat red hot pepper,red hot pepper,,
cookingworld:test:52890,N2,1,sup-t0350-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52330,N2,1,sup-t0497-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52450,N2,1,sup-t0501-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53896,N2,1,sup-t0486-arm_3-r01,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat cilantro,cilantro,,
cookingworld:test:52613,R2,2,sup-t0004-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53192,N2,1,sup-t0553-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52330,N2,2,sup-t0497-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54022,P,2,sup-t0698-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52893,P,1,sup-t0221-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red apple in stove,red apple,fry,grill
cookingworld:test:54053,P,1,sup-t0729-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53163,N2,2,sup-t0187-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in stove,red potato,fry,grill
